Event #0 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
139.062  -499.9 139.062  -499.9
139.258  -499.9 139.258  -499.9
139.453  -499.9 139.453  -488.4
139.648  -495.3 139.648  -470.9
139.844  -478.0 139.844  -448.3
140.039  -447.6 140.039  -413.0
140.234  -414.3 140.234  -375.0
140.430  -363.7 140.430  -314.8
140.625  -329.6 140.625  -279.1
140.820  -264.7 140.820  -207.6
141.016  -213.8 141.016  -153.7
141.211  -147.3 141.211   -79.2
141.406   -96.5 141.406   -37.6
141.602   -14.6 141.602    38.7
141.797    42.1 141.797    89.2
141.992   101.3 141.992   155.8
142.188   154.8 142.188   205.6
142.383   219.1 142.383   268.3
142.578   260.2 142.578   301.9
142.773   314.8 142.773   351.2
142.969   348.8 142.969   380.5
143.164   391.2 143.164   419.4
143.359   422.1 143.359   435.8
143.555   449.4 143.555   462.2
143.750   462.4 143.750   471.5
143.945   476.1 143.945   479.4
144.141   484.2 144.141   481.9
144.336   485.0 144.336   475.5
144.531   482.5 144.531   468.3
144.727   472.2 144.727   449.2
144.922   453.1 144.922   426.6
145.117   422.2 145.117   387.4
145.312   396.8 145.312   359.1
145.508   347.0 145.508   300.7
145.703   308.4 145.703   257.8
145.898   246.8 145.898   191.0
146.094   198.3 146.094   144.5
146.289   128.9 146.289    70.1
146.484    72.0 146.484     8.9
146.680     0.0 146.680   -62.1
146.875   -49.2 146.875  -105.7
147.070  -123.6 147.070  -176.0
147.266  -175.7 147.266  -225.9
147.461  -235.2 147.461  -290.0
147.656  -275.9 147.656  -318.4
147.852  -342.6 147.852  -386.3
148.047  -373.4 148.047  -406.9
148.242  -421.7 148.242  -450.6
148.438  -443.5 148.438  -462.9
148.633  -477.7 148.633  -494.4
148.828  -490.6 148.828  -498.8
149.023  -499.9 149.023  -499.9
149.219  -499.9 149.219  -499.9
149.414  -499.9 149.414  -495.4
149.609  -499.9 149.609  -478.4
149.805  -477.8 149.805  -450.4
150.000  -457.1 150.000  -423.3
150.195  -415.7 150.195  -374.8
150.391  -387.2 150.391  -338.8
150.586  -324.2 150.586  -269.9
150.781  -287.2 150.781  -235.0
150.977  -217.8 150.977  -161.7
151.172  -168.0 151.172  -108.5
151.367   -91.0 151.367   -28.9
151.562   -47.0 151.562    14.1
151.758    33.1 151.758    90.6
151.953    81.5 151.953   139.5
152.148   146.3 152.148   198.7
152.344   192.2 152.344   242.5
152.539   257.2 152.539   298.5
152.734   296.6 152.734   337.1
152.930   345.6 152.930   379.2
153.125   376.7 153.125   406.2
153.320   417.4 153.320   439.7
153.516   434.1 153.516   455.4
153.711   462.0 153.711   473.7
153.906   475.0 153.906   479.2
154.102   484.6 154.102   481.8
154.297   484.6 154.297   479.5
154.492   479.7 154.492   465.0
154.688   471.5 154.688   452.9
154.883   450.9 154.883   420.6
155.078   426.7 155.078   393.4
155.273   387.5 155.273   346.4
155.469   360.9 155.469   317.2
155.664   303.2 155.664   252.1
155.859   259.6 155.859   208.8
156.055   196.3 156.055   138.8
156.250   152.8 156.250    94.4
156.445    69.5 156.445     7.0
156.641    19.8 156.641   -39.4
156.836   -43.9 156.836  -103.0
157.031   -83.8 157.031  -143.4
157.227  -167.0 157.227  -226.4
157.422  -215.6 157.422  -267.2
157.617  -273.9 157.617  -322.4
157.812  -315.8 157.812  -353.5
158.008  -375.7 158.008  -411.9
158.203  -407.8 158.203  -433.1
158.398  -440.9 158.398  -467.2
158.594  -460.9 158.594  -478.5
158.789  -485.6 158.789  -499.9
158.984  -498.1 158.984  -499.9
159.180  -499.9 159.180  -499.9
159.375  -499.9 159.375  -495.1
159.570  -498.1 159.570  -476.3
159.766  -486.5 159.766  -457.2
159.961  -453.1 159.961  -416.8
160.156  -427.0 160.156  -387.8
160.352  -380.8 160.352  -331.2
160.547  -336.5 160.547  -284.6
160.742  -284.3 160.742  -226.4
160.938  -248.5 160.938  -193.4
161.133  -172.8 161.133  -115.8
161.328  -119.2 161.328   -59.9
161.523   -46.4 161.523    16.3
161.719     2.1 161.719    58.4
161.914    81.5 161.914   133.5
162.109   122.4 162.109   174.4
162.305   193.7 162.305   237.4
162.500   234.5 162.500   273.3
162.695   294.2 162.695   331.8
162.891   329.9 162.891   362.7
163.086   377.6 163.086   406.5
163.281   404.7 163.281   426.2
163.477   432.8 163.477   453.0
163.672   456.9 163.672   468.5
163.867   474.3 163.867   478.7
164.062   480.0 164.062   481.8
164.258   485.4 164.258   478.6
164.453   485.0 164.453   472.9
164.648   474.2 164.648   452.6
164.844   461.0 164.844   437.4
165.039   430.4 165.039   397.1
165.234   409.0 165.234   373.1
165.430   364.1 165.430   315.3
165.625   327.8 165.625   280.7
165.820   269.4 165.820   213.8
166.016   225.6 166.016   172.1
166.211   157.2 166.211    96.7
166.406   108.2 166.406    45.9
166.602    38.5 166.602   -26.1
166.797   -22.9 166.797   -78.5
166.992   -94.8 166.992  -152.5
167.188  -136.8 167.188  -190.1
167.383  -207.4 167.383  -258.0
167.578  -266.2 167.578  -312.9
167.773  -320.3 167.773  -360.2
167.969  -356.4 167.969  -390.3
168.164  -398.8 168.164  -433.8
168.359  -437.5 168.359  -457.5
168.555  -467.3 168.555  -485.2
168.750  -481.5 168.750  -492.2
168.945  -499.9 168.945  -499.9
169.141  -499.9 169.141  -499.9
169.336  -499.9 169.336  -498.3
169.531  -499.9 169.531  -484.7
169.727  -484.2 169.727  -456.7
169.922  -463.8 169.922  -428.7
170.117  -426.5 170.117  -388.0
170.312  -398.5 170.312  -354.3
170.508  -340.2 170.508  -290.8
170.703  -298.6 170.703  -242.9
170.898  -239.3 170.898  -181.4
171.094  -185.9 171.094  -123.3
171.289  -124.7 171.289   -61.4
171.484   -61.7 171.484    -0.9
171.680    13.2 171.680    73.5
171.875    58.7 171.875   117.7
172.070   133.3 172.070   181.1
172.266   179.5 172.266   226.2
172.461   244.4 172.461   284.0
172.656   279.8 172.656   321.8
172.852   338.7 172.852   372.4
173.047   372.2 173.047   403.0
173.242   409.7 173.242   432.0
173.438   430.4 173.438   446.7
173.633   457.1 173.633   469.9
173.828   470.1 173.828   478.7
174.023   480.1 174.023   482.0
174.219   484.0 174.219   480.2
174.414   483.7 174.414   472.3
174.609   476.5 174.609   461.1
174.805   459.7 174.805   433.3
175.000   444.5 175.000   415.9
175.195   410.3 175.195   371.3
175.391   376.2 175.391   336.1
175.586   329.2 175.586   277.5
175.781   293.0 175.781   247.9
175.977   231.5 175.977   175.0
176.172   185.8 176.172   135.6
176.367   104.2 176.367    43.9
176.562    66.0 176.562    10.6
176.758   -19.5 176.758   -78.4
176.953   -95.8 176.953  -149.3
177.148  -149.4 177.148  -210.8
177.344  -200.7 177.344  -251.7
177.539  -255.5 177.539  -307.6
177.734  -298.6 177.734  -340.1
177.930  -363.8 177.930  -400.2
178.125  -388.3 178.125  -418.8
178.320  -446.0 178.320  -465.0
178.516  -460.3 178.516  -481.1
178.711  -494.3 178.711  -498.6
178.906  -494.7 178.906  -499.9
179.102  -499.9 179.102  -499.9
179.297  -499.9 179.297  -496.4
179.492  -499.9 179.492  -479.6
179.688  -488.5 179.688  -464.1
179.883  -465.2 179.883  -435.1
180.078  -447.8 180.078  -406.8
180.273  -399.5 180.273  -356.8
180.469  -371.8 180.469  -319.6
180.664  -305.5 180.664  -251.0
180.859  -269.7 180.859  -213.3
181.055  -195.0 181.055  -134.0
181.250  -155.6 181.250   -95.6
181.445   -82.4 181.445   -21.6
181.641   -51.5 181.641     3.1
181.836    46.7 181.836    95.7
182.031    86.1 182.031   145.2
182.227   164.9 182.227   217.5
182.422   194.6 182.422   243.1
182.617   263.2 182.617   307.1
182.812   307.5 182.812   342.5
183.008   367.1 183.008   399.1
183.203   385.3 183.203   413.7
183.398   419.3 183.398   436.7
183.594   436.0 183.594   456.4
183.789   465.1 183.789   475.4
183.984   474.3 183.984   479.7
184.180   484.5 184.180   483.9
184.375   487.6 184.375   479.8
184.570   479.6 184.570   464.3
184.766   473.1 184.766   454.2
184.961   450.1 184.961   419.3
185.156   432.7 185.156   401.8
185.352   387.1 185.352   343.6
185.547   360.9 185.547   316.1
185.742   301.2 185.742   247.4
185.938   256.1 185.938   201.8
186.133   188.4 186.133   133.0
186.328   164.6 186.328   110.5
186.523    69.4 186.523    11.2
186.719    24.2 186.719   -35.8
186.914   -64.0 186.914  -119.0
187.109   -99.4 187.109  -155.7
187.305  -179.5 187.305  -232.2
187.500  -218.2 187.500  -264.9
187.695  -285.7 187.695  -331.5
187.891  -315.9 187.891  -352.5
188.086  -373.7 188.086  -409.1
188.281  -409.0 188.281  -435.4
188.477  -448.3 188.477  -472.3
188.672  -461.8 188.672  -479.6
188.867  -489.5 188.867  -499.9
189.062  -497.7 189.062  -499.9
189.258  -499.9 189.258  -499.9
189.453  -499.9 189.453  -494.1
189.648  -495.0 189.648  -477.7
189.844  -483.2 189.844  -455.1
190.039  -452.0 190.039  -415.0
190.234  -430.0 190.234  -390.9
190.430  -380.8 190.430  -330.0
190.625  -342.6 190.625  -291.3
190.820  -266.8 190.820  -212.0
191.016  -242.7 191.016  -182.4
191.211  -164.9 191.211  -101.3
191.406  -119.2 191.406   -58.7
191.602   -36.7 191.602    24.3
191.797     3.1 191.797    55.5
191.992    84.2 191.992   137.0
192.188   128.9 192.188   179.3
192.383   198.6 192.383   247.5
192.578   238.6 192.578   277.6
192.773   299.1 192.773   338.7
192.969   331.7 192.969   365.2
193.164   380.8 193.164   405.8
193.359   397.1 193.359   421.5
193.555   437.8 193.555   452.8
193.750   457.6 193.750   470.9
193.945   472.9 193.945   478.7
194.141   481.0 194.141   482.2
194.336   486.6 194.336   480.1
194.531   489.0 194.531   475.7
194.727   476.0 194.727   455.2
194.922   465.3 194.922   441.1
195.117   438.4 195.117   404.4
195.312   412.9 195.312   376.7
195.508   360.2 195.508   312.0
195.703   331.1 195.703   288.4
195.898   271.7 195.898   219.3
196.094   230.4 196.094   176.1
196.289   163.2 196.289   101.3
196.484   125.9 196.484    67.0
196.680    33.2 196.680   -24.2
196.875    -5.2 196.875   -64.6
197.070   -94.5 197.070  -152.1
197.266  -127.6 197.266  -183.5
197.461  -207.8 197.461  -258.4
197.656  -258.4 197.656  -306.9
197.852  -319.6 197.852  -363.6
198.047  -348.5 198.047  -384.6
198.242  -398.8 198.242  -430.2
198.438  -431.8 198.438  -455.5
198.633  -476.9 198.633  -490.4
198.828  -482.6 198.828  -496.6
199.023  -499.9 199.023  -499.9
199.219  -499.9 199.219  -499.9
199.414  -499.9 199.414  -499.9
199.609  -499.9 199.609  -499.9
199.805  -498.8 199.805  -474.0
Event #6 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
  0.000  -459.2   0.000  -425.2
  0.195  -407.2   0.195  -366.5
  0.391  -381.8   0.391  -337.5
  0.586  -320.6   0.586  -268.5
  0.781  -273.1   0.781  -215.1
  0.977  -205.1   0.977  -145.9
  1.172  -165.9   1.172  -104.0
  1.367   -92.5   1.367   -32.7
  1.562   -38.6   1.562    18.8
  1.758    44.6   1.758    91.4
  1.953    72.5   1.953   127.6
  2.148   152.5   2.148   203.8
  2.344   198.9   2.344   251.1
  2.539   263.7   2.539   305.5
  2.734   283.5   2.734   321.6
  2.930   346.3   2.930   379.8
  3.125   375.7   3.125   409.0
  3.320   419.8   3.320   438.6
  3.516   435.0   3.516   452.8
  3.711   460.8   3.711   471.9
  3.906   476.9   3.906   481.0
  4.102   483.9   4.102   481.1
  4.297   483.9   4.297   479.8
  4.492   478.3   4.492   464.2
  4.688   472.7   4.688   454.3
  4.883   447.1   4.883   416.7
  5.078   432.6   5.078   402.1
  5.273   396.5   5.273   356.0
  5.469   359.3   5.469   320.1
  5.664   305.3   5.664   252.8
  5.859   276.8   5.859   227.0
  6.055   202.5   6.055   138.6
  6.250   153.5   6.250    90.7
  6.445    79.1   6.445    20.8
  6.641    45.1   6.641   -11.2
  6.836   -39.8   6.836  -105.1
  7.031   -94.6   7.031  -152.0
  7.227  -165.5   7.227  -225.2
  7.422  -205.6   7.422  -251.6
  7.617  -272.4   7.617  -321.1
  7.812  -309.5   7.812  -349.7
  8.008  -375.4   8.008  -410.6
  8.203  -399.2   8.203  -427.3
  8.398  -441.1   8.398  -465.8
  8.594  -460.9   8.594  -479.0
  8.789  -493.0   8.789  -499.9
  8.984  -492.5   8.984  -499.9
  9.180  -499.9   9.180  -499.9
  9.375  -499.9   9.375  -499.9
  9.570  -499.9   9.570  -479.7
  9.766  -488.5   9.766  -464.9
  9.961  -458.8   9.961  -425.1
 10.156  -431.3  10.156  -394.4
 10.352  -382.6  10.352  -336.1
 10.547  -353.7  10.547  -310.3
 10.742  -294.0  10.742  -238.1
 10.938  -249.2  10.938  -195.1
 11.133  -168.9  11.133  -112.0
 11.328  -131.1  11.328   -75.7
 11.523   -51.3  11.523     6.2
 11.719   -10.8  11.719    51.2
 11.914    75.3  11.914   130.1
 12.109   106.0  12.109   162.6
 12.305   186.8  12.305   239.4
 12.500   242.5  12.500   280.1
 12.695   293.2  12.695   333.6
 12.891   323.6  12.891   355.4
 13.086   365.8  13.086   398.3
 13.281   399.9  13.281   422.7
 13.477   435.1  13.477   450.3
 13.672   447.1  13.672   461.5
 13.867   472.5  13.867   477.9
 14.062   478.7  14.062   482.9
 14.258   483.6  14.258   478.3
 14.453   483.3  14.453   474.4
 14.648   473.3  14.648   452.6
 14.844   462.2  14.844   439.8
 15.039   435.3  15.039   403.3
 15.234   417.5  15.234   383.4
 15.430   366.9  15.430   322.4
 15.625   339.3  15.625   292.6
 15.820   265.0  15.820   212.6
 16.016   237.4  16.016   187.8
 16.211   164.8  16.211   102.1
 16.406   123.0  16.406    65.1
 16.602    37.3  16.602   -27.8
 16.797    -0.2  16.797   -63.9
 16.992   -85.6  16.992  -139.5
 17.188  -128.6  17.188  -181.0
 17.383  -211.6  17.383  -262.5
 17.578  -237.7  17.578  -285.5
 17.773  -304.0  17.773  -350.5
 17.969  -341.3  17.969  -378.3
 18.164  -398.9  18.164  -429.2
 18.359  -414.9  18.359  -442.7
 18.555  -455.9  18.555  -482.0
 18.750  -482.7  18.750  -490.6
 18.945  -499.9  18.945  -499.9
 19.141  -499.9  19.141  -499.9
 19.336  -499.9  19.336  -499.9
 19.531  -499.9  19.531  -487.8
 19.727  -487.2  19.727  -461.8
 19.922  -471.4  19.922  -443.7
 20.117  -440.9  20.117  -404.8
 20.312  -413.5  20.312  -371.9
 20.508  -347.4  20.508  -303.2
 20.703  -315.9  20.703  -263.4
 20.898  -258.3  20.898  -201.6
 21.094  -215.2  21.094  -158.0
 21.289  -140.1  21.289   -75.2
 21.484   -91.7  21.484   -34.9
 21.680    -2.9  21.680    53.0
 21.875    38.0  21.875    95.4
 22.070   114.7  22.070   167.3
 22.266   152.3  22.266   206.0
 22.461   221.9  22.461   269.8
 22.656   259.4  22.656   305.1
 22.852   325.5  22.852   359.1
 23.047   346.4  23.047   380.8
 23.242   397.3  23.242   420.6
 23.438   421.2  23.438   442.3
 23.633   449.2  23.633   465.7
 23.828   460.7  23.828   472.4
 24.023   480.0  24.023   481.0
 24.219   484.1  24.219   481.6
 24.414   484.3  24.414   473.1
 24.609   480.6  24.609   466.5
 24.805   461.2  24.805   437.8
 25.000   449.9  25.000   423.1
 25.195   408.3  25.195   372.0
 25.391   392.0  25.391   352.8
 25.586   338.3  25.586   286.4
 25.781   291.5  25.781   243.5
 25.977   237.3  25.977   179.0
 26.172   195.7  26.172   144.8
 26.367   121.1  26.367    57.7
 26.562    72.4  26.562    15.5
 26.758   -12.9  26.758   -73.3
 26.953   -48.4  26.953  -105.0
 27.148  -125.5  27.148  -180.9
 27.344  -182.9  27.344  -233.6
 27.539  -247.9  27.539  -298.5
 27.734  -276.8  27.734  -321.0
 27.930  -343.0  27.930  -384.1
 28.125  -385.3  28.125  -415.8
 28.320  -428.7  28.320  -455.9
 28.516  -446.6  28.516  -468.2
 28.711  -473.6  28.711  -492.1
 28.906  -491.1  28.906  -497.9
 29.102  -499.9  29.102  -499.9
 29.297  -499.9  29.297  -499.9
 29.492  -499.9  29.492  -488.2
 29.688  -493.3  29.688  -470.3
 29.883  -463.5  29.883  -435.6
 30.078  -446.7  30.078  -412.4
 30.273  -405.6  30.273  -364.9
 30.469  -369.7  30.469  -323.9
 30.664  -312.5  30.664  -259.9
 30.859  -270.0  30.859  -217.0
 31.055  -201.7  31.055  -140.2
 31.250  -147.3  31.250   -85.6
 31.445   -60.4  31.445    -2.3
 31.641   -18.1  31.641    38.7
 31.836    56.1  31.836   110.2
 32.031   106.4  32.031   158.9
 32.227   186.3  32.227   229.3
 32.422   216.1  32.422   258.2
 32.617   277.8  32.617   316.4
 32.812   317.2  32.812   349.2
 33.008   369.4  33.008   396.6
 33.203   388.2  33.203   414.8
 33.398   429.5  33.398   445.8
 33.594   450.4  33.594   463.0
 33.789   466.3  33.789   474.4
 33.984   475.8  33.984   478.6
 34.180   482.6  34.180   477.0
 34.375   482.8  34.375   475.3
 34.570   473.8  34.570   455.9
 34.766   467.6  34.766   447.7
 34.961   443.1  34.961   409.9
 35.156   421.1  35.156   385.6
 35.352   376.1  35.352   333.0
 35.547   354.4  35.547   312.4
 35.742   288.6  35.742   232.8
 35.938   249.6  35.938   194.7
 36.133   167.9  36.133   106.7
 36.328   139.7  36.328    75.5
 36.523    54.6  36.523    -2.8
 36.719    12.9  36.719   -53.1
 36.914   -70.9  36.914  -129.2
 37.109  -113.8  37.109  -170.4
 37.305  -192.2  37.305  -251.6
 37.500  -240.4  37.500  -287.3
 37.695  -311.1  37.695  -351.2
 37.891  -332.2  37.891  -367.7
 38.086  -389.4  38.086  -424.8
 38.281  -419.3  38.281  -440.7
 38.477  -460.4  38.477  -481.5
 38.672  -473.3  38.672  -486.6
 38.867  -492.3  38.867  -499.9
 39.062  -499.9  39.062  -499.9
 39.258  -499.9  39.258  -499.9
 39.453  -499.9  39.453  -493.5
 39.648  -496.7  39.648  -473.1
 39.844  -482.4  39.844  -453.0
 40.039  -443.9  40.039  -408.6
 40.234  -420.6  40.234  -380.6
 40.430  -365.4  40.430  -318.3
 40.625  -322.6  40.625  -270.5
 40.820  -259.2  40.820  -197.4
 41.016  -215.9  41.016  -166.4
 41.211  -139.6  41.211   -77.0
 41.406   -92.9  41.406   -32.7
 41.602    -0.4  41.602    52.9
 41.797    36.7  41.797    92.3
 41.992   113.6  41.992   161.9
 42.188   163.3  42.188   205.5
 42.383   230.5  42.383   280.3
 42.578   255.5  42.578   299.2
 42.773   320.1  42.773   355.3
 42.969   355.9  42.969   387.1
 43.164   404.7  43.164   424.0
 43.359   418.7  43.359   436.1
 43.555   448.2  43.555   464.2
 43.750   467.8  43.750   476.3
 43.945   478.8  43.945   479.7
 44.141   481.7  44.141   479.9
 44.336   482.4  44.336   473.3
 44.531   478.2  44.531   464.7
 44.727   461.4  44.727   438.5
 44.922   448.1  44.922   421.0
 45.117   412.1  45.117   373.4
 45.312   377.3  45.312   336.8
 45.508   330.3  45.508   283.0
 45.703   296.7  45.703   246.2
 45.898   232.9  45.898   172.4
 46.094   192.9  46.094   136.5
 46.289   111.6  46.289    50.1
 46.484    78.2  46.484    20.0
 46.680     4.1  46.680   -60.1
 46.875   -45.9  46.875  -109.6
 47.070  -136.9  47.070  -187.1
 47.266  -166.9  47.266  -217.7
 47.461  -248.4  47.461  -300.4
 47.656  -282.6  47.656  -328.2
 47.852  -344.3  47.852  -385.9
 48.047  -371.0  48.047  -402.8
 48.242  -420.0  48.242  -445.8
 48.438  -450.4  48.438  -467.3
 48.633  -481.4  48.633  -495.5
 48.828  -489.0  48.828  -495.5
 49.023  -499.9  49.023  -499.9
 49.219  -499.9  49.219  -499.9
 49.414  -499.9  49.414  -488.5
 49.609  -494.7  49.609  -475.3
 49.805  -470.7  49.805  -442.6
 50.000  -451.7  50.000  -413.1
 50.195  -405.0  50.195  -359.7
 50.391  -384.6  50.391  -339.8
 50.586  -322.9  50.586  -271.0
 50.781  -284.7  50.781  -227.0
 50.977  -202.6  50.977  -139.9
 51.172  -163.4  51.172  -105.5
 51.367   -85.8  51.367   -26.0
 51.562   -31.7  51.562    23.7
 51.758    42.7  51.758    96.0
 51.953    80.3  51.953   135.1
 52.148   164.9  52.148   211.8
 52.344   205.7  52.344   251.8
 52.539   265.9  52.539   309.2
 52.734   290.4  52.734   328.0
 52.930   354.9  52.930   386.2
 53.125   384.0  53.125   408.4
 53.320   422.8  53.320   442.0
 53.516   436.7  53.516   454.6
 53.711   463.0  53.711   470.7
 53.906   474.4  53.906   480.1
 54.102   482.7  54.102   480.7
 54.297   486.0  54.297   479.2
 54.492   480.7  54.492   465.8
 54.688   475.3  54.688   456.1
 54.883   447.5  54.883   418.5
 55.078   433.8  55.078   401.4
 55.273   384.7  55.273   344.3
 55.469   358.5  55.469   311.8
 55.664   299.9  55.664   245.2
 55.859   271.2  55.859   218.6
 56.055   195.2  56.055   136.3
 56.250   145.2  56.250    86.6
 56.445    72.2  56.445    12.4
 56.641    37.4  56.641   -24.2
 56.836   -61.9  56.836  -123.0
 57.031  -100.5  57.031  -158.2
 57.227  -175.3  57.227  -229.5
 57.422  -206.0  57.422  -258.9
 57.617  -279.3  57.617  -327.6
 57.812  -324.6  57.812  -364.3
 58.008  -391.8  58.008  -420.8
 58.203  -401.4  58.203  -429.6
 58.398  -446.9  58.398  -471.0
 58.594  -467.0  58.594  -483.2
 58.789  -493.6  58.789  -499.9
 58.984  -498.2  58.984  -499.9
